;x.0;x.1;x.2;x.3;x.4;x.5;x.6;x.7;x.8;x.9;x.10;x.11;x.12;x.13;x.14;x.20;x.17;x.18;x.19;x.16;y
869;b;27,83;1.54;u;g;w;v;3.75;t;t;5;t;g;100.0;3;?;104,16291777029285;8,04533772976642;100000.0;f;good
870;a;20,42;0.835;u;g;q;v;1.585;t;t;t;f;g;f;f;?;75,58866025660004;5,467007746816746;f;f;good
871;b;48,58;6.5;u;g;q;h;6.0;t;f;f;t;g;350.0;f;?;183,2290101900161;37,08885932269432;350000.0;f;good
872;b;65,42;11.0;u;g;e;z;20.0;t;t;7;t;g;22.0;f;?;243,72695882678926;62,18902212717898;22000.0;f;good
873;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,39790409291706;32,246947816722006;399000.0;f;good
874;b;35,17;4.5;u;g;x;h;5.75;a;f;f;t;s;711.0;f;?;132,69399359300144;24,838059319085914;711000.0;?;good
875;b;25,08;1.71;u;g;x;v;1.665;t;t;t;t;g;395.0;20;?;91,6043589853218;9,24847486334709;395000.0;f;good
876;b;42,0;0.205;u;g;i;h;5.125;t;f;f;f;g;400.0;f;?;160,30476057408552;1,1462944451017572;400000.0;f;good
877;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,33220278892787;14,672752886586965;204000.0;f;good
878;b;22,08;0.83;u;g;c;h;2.165;b;f;f;t;g;128.0;f;?;84,33001344445209;4,418577802756041;128000.0;f;good
879;a;22,58;10.75;u;g;q;v;0.415;t;t;5;t;g;f;560;?;87,34685886543883;59,29976911234428;f;f;good
880;a;21,67;11.5;y;p;j;j;f;t;t;11;t;g;f;f;?;80,56016735437161;63,20439122827052;f;f;good
881;b;47,67;2.5;u;g;m;bb;2.5;t;t;12;t;g;410.0;2510;?;179,4557426447716;12,718880714792292;410000.0;f;good
882;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329273524;63,286150252172135;100000.0;f;good
883;b;20,17;5.625;u;g;w;v;1.71;t;f;f;f;s;120.0;f;?;77,8703024439662;31,111460957322073;120000.0;f;good
884;a;47,25;0.75;u;g;q;h;2.75;t;t;t;f;g;333.0;892;?;176,9914677639187;5,452863111328432;333000.0;f;good
885;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957383959;42,22047003053585;?;?;good
886;b;54,42;0.5;y;p;k;h;3.96;t;f;f;f;g;180.0;314;?;207,17893766922535;2,3359460150977798;180000.0;f;good
887;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138008334;29,03614805393129;f;f;good
888;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,38312106454907;11,615096837206979;400000.0;f;good
889;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571828869653;5,843791547408116;510000.0;f;good
890;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,71282893055113;5,502009139465553;431000.0;f;good
891;b;48,08;6.04;u;g;k;v;0.04;a;f;f;f;g;f;2690;?;183,772559767657;34,30025724626518;f;f;good
892;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175296709533;51,157569794631755;60000.0;f;good
893;a;41,0;2.04;y;p;q;h;0.125;t;t;23;t;g;455.0;1236;?;154,6063652958491;10,407646223713005;455000.0;f;good
894;b;25,0;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968232182;62,172767761989064;200000.0;f;good
895;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,07540313104926;15,757152885624487;f;?;good
896;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,67757970516732;7,952429160232198;520000.0;f;good
897;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943448481;81,98861281599805;f;f;good
898;a;25,08;2.54;y;p;aa;v;0.25;t;f;f;t;g;370.0;f;?;93,39237155988211;13,425831422375047;370000.0;?;good
899;b;20,42;1.835;u;g;c;v;2.25;t;t;t;f;g;100.0;150;?;74,2617471676903;10,672881031682124;100000.0;f;good
900;b;21,25;1.5;u;g;w;v;1.5;b;f;f;f;g;150.0;8;?;77,79184881430604;8,615701696161766;150000.0;f;good
901;a;27,42;14.5;u;g;x;h;3.085;t;t;t;f;g;120.0;11;?;106,2707349011944;83,52617976005051;120000.0;f;good
902;b;26,67;2.71;y;p;cc;v;5.25;t;t;t;f;g;211.0;f;?;100,90013840537502;13,79642523161031;211000.0;f;good
903;b;34,92;2.5;u;g;w;v;f;t;f;f;t;g;239.0;200;?;131,09466582310515;14,036096571287535;239000.0;f;good
904;b;47,67;0.29;u;g;c;bb;15.0;t;t;20;f;g;f;15000;?;177,46232472993958;1,2214139098536783;f;f;good
905;b;28,33;5.0;u;g;w;v;11.0;t;f;f;t;g;70.0;f;?;106,96736134823264;25,927602380430223;70000.0;f;good
906;a;18,42;9.25;u;g;q;v;1.21;t;t;4;f;g;60.0;540;?;74,23175296709533;51,157569794631755;60000.0;f;good
907;b;53,92;9.625;u;g;e;v;8.665;t;t;5;f;g;f;f;?;204,43964626364598;52,66410069956167;f;f;good
908;a;41,0;2.04;y;p;q;h;0.125;t;t;23;t;g;455.0;1236;?;154,6063652958491;10,407646223713005;455000.0;f;good
909;b;25,08;1.71;u;g;x;v;1.665;t;t;t;t;g;395.0;20;?;91,6043589853218;9,24847486334709;395000.0;f;good
910;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,60625307204938;25,409645364400404;43000.0;f;good
911;b;34,17;1.54;u;g;cc;v;1.54;t;t;t;t;g;520.0;50000;?;129,67757970516732;7,952429160232198;520000.0;f;good
912;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957383959;42,22047003053585;?;?;good
913;a;30,5;6.5;u;g;c;bb;4.0;t;t;7;t;g;f;3065;?;115,58788750343724;37,35598082090464;f;f;good
914;a;18,75;7.5;u;g;q;v;2.71;t;t;5;f;g;?;26726;?;69,46704957383959;42,22047003053585;?;?;good
915;a;23,25;5.875;u;g;q;v;3.17;t;t;10;f;g;120.0;245;?;86,46113984037167;31,694410917636603;120000.0;f;good
916;b;27,0;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902875807371;8,317887873620325;260000.0;f;good
917;b;28,92;15.0;u;g;c;h;5.335;t;t;11;f;g;f;2283;?;111,13129798257751;83,4009201363878;f;?;good
918;b;40,25;21.5;u;g;e;z;20.0;t;t;11;f;g;f;1200;?;155,26403763540088;121,49895592701407;f;f;good
919;b;32,0;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,43369452352337;9,021971380522729;393000.0;?;good
920;a;33,08;4.625;u;g;q;h;1.625;t;t;2;f;g;f;f;?;126,53490782170728;24,220939206582276;f;f;good
921;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052457402;55,309304514869574;29000.0;f;good
922;a;37,75;5.5;u;g;q;v;0.125;t;f;f;t;g;228.0;f;?;143,11822354967865;31,322818066651813;228000.0;f;good
923;a;21,67;11.5;y;p;j;j;f;t;t;11;t;g;f;f;?;80,56016735437161;63,20439122827052;f;f;good
924;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052457402;55,309304514869574;29000.0;?;good
925;b;29,67;1.415;u;g;w;h;0.75;t;t;t;f;g;240.0;100;?;112,25305766337942;6,604351225453198;240000.0;f;good
926;b;41,42;5.0;u;g;q;h;5.0;t;t;6;t;g;470.0;f;?;159,63295615558684;26,81451721150068;470000.0;f;good
927;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;?;75,90050415938977;42,64896779590332;80000.0;f;good
928;b;24,83;2.75;u;g;c;v;2.25;t;t;6;f;g;?;600;?;91,15015080431874;16,99038149514617;?;f;good
929;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,02293466984457;3,166100946201606;200000.0;f;good
930;a;19,17;8.585;u;g;cc;h;0.75;t;t;7;f;g;96.0;f;?;74,69633891869066;48,2672815946333;96000.0;f;good
931;b;36,33;2.125;y;p;w;v;0.085;t;t;t;f;g;50.0;1187;?;138,68766750212055;11,077167989738914;50000.0;f;good
932;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,71282893055113;5,502009139465553;431000.0;f;good
933;b;37,42;2.04;u;g;w;v;0.04;t;f;f;t;g;400.0;5800;?;140,38312106454907;11,615096837206979;400000.0;f;good
934;b;43,0;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,07359020219394;1,9783881556636098;100000.0;f;good
935;b;28,25;5.04;y;p;c;bb;1.5;t;t;8;t;g;144.0;7;?;109,53543153641061;27,885976041932686;144000.0;?;good
936;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;?;125,68302595970898;17,99656465405524;180000.0;?;good
937;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052457402;55,309304514869574;29000.0;f;good
938;a;26,92;13.5;u;g;q;h;5.0;t;t;2;f;g;f;5000;?;103,33654859620127;77,42511685408026;f;f;good
939;b;28,0;2.0;u;g;k;h;4.165;t;t;2;t;g;181.0;f;?;107,5762054190474;11,612335553828549;181000.0;?;good
940;a;47,75;8.0;u;g;c;v;7.875;t;t;6;t;g;f;1260;?;178,28238340720986;45,693100343510835;f;f;good
941;b;22,75;11.0;u;g;q;v;2.5;t;t;7;t;g;100.0;809;?;86,89163230655194;62,03126885379006;100000.0;f;good
942;a;60,58;16.5;u;g;q;v;11.0;t;f;f;t;g;21.0;10561;?;230,34032242630929;93,5298934215066;21000.0;?;good
943;b;59,67;1.54;u;g;q;v;0.125;t;f;f;t;g;260.0;f;?;227,62809347340823;8,22641342857855;260000.0;f;good
944;a;28,67;1.04;u;g;c;v;2.5;t;t;5;t;g;300.0;1430;?;108,1737863709579;7,4938678205796485;300000.0;f;good
945;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,71282893055113;5,502009139465553;431000.0;f;good
946;b;28,67;9.335;u;g;q;h;5.665;t;t;6;f;g;381.0;168;?;108,92585909722858;52,51724107269955;381000.0;f;good
947;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013179305;61,46330218467594;121000.0;f;good
948;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,60625307204938;25,409645364400404;43000.0;?;good
949;b;41,5;1.54;u;g;i;bb;3.5;b;f;f;f;g;216.0;f;?;158,19274851363414;7,470288878592845;216000.0;f;good
950;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,88014442240055;117,04377137955518;f;f;good
951;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,73911513700635;12,709254344469436;370000.0;f;good
952;b;33,17;3.04;y;p;c;h;2.04;t;t;t;t;g;180.0;18027;?;125,68302595970898;17,99656465405524;180000.0;f;good
953;b;38,17;10.125;u;g;x;v;2.5;t;t;6;f;g;520.0;196;?;143,85573121073284;56,83316539117132;520000.0;?;good
954;b;32,0;1.75;y;p;e;h;0.04;t;f;f;t;g;393.0;f;?;123,43369452352337;9,021971380522729;393000.0;?;good
955;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;?;75,90050415938977;42,64896779590332;80000.0;f;good
956;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052457402;55,309304514869574;29000.0;f;good
957;a;23,42;0.79;y;p;q;v;1.5;t;t;2;t;g;80.0;400;?;86,33932152364319;5,007132746136966;80000.0;f;good
958;a;58,67;4.46;u;g;q;h;3.04;t;t;6;f;g;43.0;560;?;225,60625307204938;25,409645364400404;43000.0;?;good
959;b;25,0;11.25;u;g;c;v;2.5;t;t;17;f;g;200.0;1208;?;92,70966968232182;62,172767761989064;200000.0;f;good
960;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943448481;81,98861281599805;f;?;good
961;b;41,17;4.04;u;g;cc;h;7.0;t;t;8;f;g;320.0;f;?;153,767655625796;22,088072218937533;320000.0;f;good
962;b;40,25;21.5;u;g;e;z;20.0;t;t;11;f;g;f;1200;?;155,26403763540088;121,49895592701407;f;f;good
963;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052457402;55,309304514869574;29000.0;f;good
964;b;25,67;12.5;u;g;cc;v;1.21;t;t;67;t;g;140.0;258;?;92,35535753572351;69,68027663211377;140000.0;f;good
965;b;57,83;7.04;u;g;m;v;14.0;t;t;6;t;g;360.0;1332;?;220,84892128957057;40,07103339131855;360000.0;?;good
966;a;47,42;8.0;u;g;e;bb;6.5;t;t;6;f;g;375.0;51100;?;178,7114396518353;43,782513830759854;375000.0;?;good
967;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571828869653;5,843791547408116;510000.0;?;good
968;a;18,83;9.54;u;g;aa;v;0.085;t;f;f;f;g;100.0;f;?;73,43702356217655;53,26096594732757;100000.0;?;good
969;b;39,5;4.25;u;g;c;bb;6.5;t;t;16;f;g;117.0;1210;?;149,62961716478978;24,50559061918065;117000.0;f;good
970;a;57,08;19.5;u;g;c;v;5.5;t;t;7;f;g;f;3000;?;217,171880566652;108,59977680123815;f;f;good
971;a;23,0;11.75;u;g;x;h;0.5;t;t;2;t;g;300.0;551;?;84,75408413580291;66,35546473610667;300000.0;?;good
972;b;54,33;6.75;u;g;c;h;2.625;t;t;11;t;g;f;284;?;207,43244555915166;39,4085185779398;f;f;good
973;b;60,08;14.5;u;g;ff;ff;18.0;t;t;15;t;g;f;1000;?;229,62330125976897;79,85251742972298;f;f;good
974;b;18,0;0.165;u;g;q;n;0.21;c;f;f;f;g;200.0;40;?;67,28915800427419;0,715048589573922;200000.0;f;good
975;b;30,83;f;u;g;w;v;1.25;t;t;t;f;g;202.0;f;?;116,94256980957068;0,5787085579422866;202000.0;f;good
976;a;37,75;5.5;u;g;q;v;0.125;t;f;f;t;g;228.0;f;?;143,11822354967865;31,322818066651813;228000.0;f;good
977;a;33,67;0.375;u;g;cc;v;0.375;c;f;f;f;g;300.0;44;?;128,20309224156142;2,970301096184344;300000.0;f;good
978;b;41,42;5.0;u;g;q;h;5.0;t;t;6;t;g;470.0;f;?;159,63295615558684;26,81451721150068;470000.0;f;good
979;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,55952422281956;53,25680125907663;f;f;good
980;b;27,25;1.665;u;g;cc;h;5.085;t;t;9;f;g;399.0;827;?;103,12757255592481;10,848760383867871;399000.0;f;good
981;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,71984970629228;0,4530103319215338;?;f;good
982;a;28,67;1.04;u;g;c;v;2.5;t;t;5;t;g;300.0;1430;?;108,1737863709579;7,4938678205796485;300000.0;?;good
983;b;21,83;0.25;u;g;d;h;0.665;t;f;f;t;g;f;f;?;81,5385810170045;2,979437875920871;f;f;good
984;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,71984970629228;0,4530103319215338;?;f;good
985;b;37,5;1.125;y;p;d;v;1.5;a;f;f;t;g;431.0;f;?;142,71282893055113;5,502009139465553;431000.0;f;good
986;b;34,25;3.0;u;g;cc;h;7.415;t;f;f;t;g;f;f;?;129,07540313104926;15,757152885624487;f;?;good
987;b;23,25;4.0;u;g;c;bb;0.25;t;f;f;t;g;160.0;f;?;89,76743425687096;21,779188357438215;160000.0;f;good
988;b;17,5;22.0;l;gg;ff;o;f;b;f;f;t;p;450.0;100000;?;65,91824806404536;123,44982498739293;450000.0;?;good
989;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,71984970629228;0,4530103319215338;?;f;good
990;b;31,67;16.165;u;g;d;v;3.0;t;t;9;f;g;250.0;730;?;122,61777862926004;89,44064026726925;250000.0;f;good
991;b;39,92;0.54;y;p;aa;v;0.5;t;t;3;f;g;200.0;1000;?;149,02293466984457;3,166100946201606;200000.0;f;good
992;b;27,0;1.5;y;p;w;v;0.375;t;f;f;t;g;260.0;1065;?;99,97902875807371;8,317887873620325;260000.0;?;good
993;b;33,58;2.75;u;g;m;v;4.25;t;t;6;f;g;204.0;f;?;127,33220278892787;14,672752886586965;204000.0;f;good
994;b;36,75;0.125;y;p;c;v;1.5;c;f;f;t;g;232.0;113;?;137,13275871966076;1,6057722131336811;232000.0;f;good
995;b;25,17;3.5;u;g;cc;v;0.625;t;t;7;f;g;f;7059;?;92,96459239253504;19,78938753656599;f;?;good
996;a;22,92;11.585;u;g;cc;v;0.04;t;f;f;f;g;80.0;1349;?;89,88295769840687;63,9982328921678;80000.0;f;good
997;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138008334;29,03614805393129;f;f;good
998;b;39,33;5.875;u;g;cc;h;10.0;t;t;14;t;g;399.0;f;?;148,39790409291706;32,246947816722006;399000.0;f;good
999;b;42,08;1.04;u;g;w;v;5.0;t;t;6;t;g;500.0;10000;?;157,72036146897702;5,314717778393929;500000.0;f;good
1000;b;31,92;4.46;u;g;cc;h;6.04;t;t;3;f;g;311.0;300;?;122,42843424302413;26,036456287419938;311000.0;f;good
1001;a;26,08;8.665;u;g;aa;v;1.415;t;f;f;f;g;160.0;150;?;97,36498224804417;47,08881791690664;160000.0;?;good
1002;b;34,08;0.08;y;p;m;bb;0.04;t;t;t;t;g;280.0;2000;?;127,30605465811978;1,4567043474025236;280000.0;f;good
1003;b;27,58;2.04;y;p;aa;v;2.0;t;t;3;t;g;370.0;560;?;103,73911513700635;12,709254344469436;370000.0;f;good
1004;b;52,5;6.5;u;g;k;v;6.29;t;t;15;f;g;f;11202;?;200,84140269555115;37,492575007111284;f;f;good
1005;b;39,92;6.21;u;g;q;v;0.04;t;t;t;f;g;200.0;300;?;150,34527961856327;35,66336266708667;200000.0;f;good
1006;b;36,33;2.125;y;p;w;v;0.085;t;t;t;f;g;50.0;1187;?;138,68766750212055;11,077167989738914;50000.0;f;good
1007;a;56,5;16.0;u;g;j;ff;f;t;t;15;f;g;f;247;?;215,3822668363256;89,03659908284203;f;f;good
1008;b;42,83;4.625;u;g;q;v;4.58;t;f;f;f;s;f;f;?;163,52490482152027;26,20066382086824;f;f;good
1009;b;26,0;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,55964639635141;4,997697433413862;280000.0;?;good
1010;a;26,92;13.5;u;g;q;h;5.0;t;t;2;f;g;f;5000;?;103,33654859620127;77,42511685408026;f;f;good
1011;b;43,0;0.29;y;p;cc;h;1.75;t;t;8;f;g;100.0;375;?;163,07359020219394;1,9783881556636098;100000.0;?;good
1012;a;24,08;0.5;u;g;q;h;1.25;t;t;t;f;g;f;678;?;92,74793816815001;3,2643617743722135;f;f;good
1013;b;26,17;0.25;u;g;i;bb;f;t;f;f;t;g;f;f;?;100,30127094848798;1,6532248110944336;f;f;good
1014;b;56,0;12.5;u;g;k;h;8.0;t;f;f;t;g;24.0;2028;?;209,042710397625;70,0554336198232;24000.0;f;good
1015;b;26,0;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,55964639635141;4,997697433413862;280000.0;f;good
1016;b;36,67;4.415;y;p;k;v;0.25;t;t;10;t;g;320.0;f;?;139,4725821902511;25,20270241008399;320000.0;f;good
1017;b;34,17;9.17;u;g;c;v;4.5;t;t;12;t;g;f;221;?;127,55952422281956;53,25680125907663;f;?;good
1018;b;37,33;6.5;u;g;m;h;4.25;t;t;12;t;g;93.0;f;?;138,3787739278114;36,094419181144865;93000.0;f;good
1019;b;47,67;0.29;u;g;c;bb;15.0;t;t;20;f;g;f;15000;?;177,46232472993958;1,2214139098536783;f;?;good
1020;a;68,67;15.0;u;g;e;z;f;t;t;14;f;g;f;3376;?;259,9408943448481;81,98861281599805;f;?;good
1021;b;39,58;13.915;u;g;w;v;8.625;t;t;6;t;g;70.0;f;?;150,16952774596047;79,15622018560197;70000.0;f;good
1022;b;56,42;28.0;y;p;c;v;28.5;t;t;40;f;g;f;15;?;213,75783937860714;157,88851152312307;f;?;good
1023;a;20,42;0.835;u;g;q;v;1.585;t;t;t;f;g;f;f;?;75,58866025660004;5,467007746816746;f;f;good
1024;b;18,0;0.165;u;g;q;n;0.21;c;f;f;f;g;200.0;40;?;67,28915800427419;0,715048589573922;200000.0;?;good
1025;b;21,83;11.0;u;g;x;v;0.29;t;t;6;f;g;121.0;f;?;80,84497013179305;61,46330218467594;121000.0;f;good
1026;b;32,83;2.5;u;g;cc;h;2.75;t;t;6;f;g;160.0;2072;?;123,85946580699323;13,029088457900968;160000.0;f;good
1027;a;27,42;14.5;u;g;x;h;3.085;t;t;t;f;g;120.0;11;?;106,2707349011944;83,52617976005051;120000.0;f;good
1028;b;21,83;0.25;u;g;d;h;0.665;t;f;f;t;g;f;f;?;81,5385810170045;2,979437875920871;f;?;good
1029;b;21,33;7.5;u;g;aa;v;1.415;t;t;t;f;g;80.0;9800;?;75,90050415938977;42,64896779590332;80000.0;?;good
1030;a;23,42;0.79;y;p;q;v;1.5;t;t;2;t;g;80.0;400;?;86,33932152364319;5,007132746136966;80000.0;f;good
1031;?;24,5;12.75;u;g;c;bb;4.75;t;t;2;f;g;73.0;444;?;90,31758425998663;71,20047789567036;73000.0;f;good
1032;a;36,75;5.125;u;g;e;v;5.0;t;f;f;t;g;f;4000;?;138,9473138008334;29,03614805393129;f;f;good
1033;a;58,42;21.0;u;g;i;bb;10.0;t;t;13;f;g;f;6700;?;219,88014442240055;117,04377137955518;f;f;good
1034;b;56,42;28.0;y;p;c;v;28.5;t;t;40;f;g;f;15;?;213,75783937860714;157,88851152312307;f;f;good
1035;b;56,42;28.0;y;p;c;v;28.5;t;t;40;f;g;f;15;?;213,75783937860714;157,88851152312307;f;f;good
1036;b;27,67;13.75;u;g;w;v;5.75;t;f;f;t;g;487.0;500;?;100,0053692985915;77,86047519958755;487000.0;f;good
1037;b;38,17;10.125;u;g;x;v;2.5;t;t;6;f;g;520.0;196;?;143,85573121073284;56,83316539117132;520000.0;f;good
1038;b;53,92;9.625;u;g;e;v;8.665;t;t;5;f;g;f;f;?;204,43964626364598;52,66410069956167;f;?;good
1039;b;31,92;4.46;u;g;cc;h;6.04;t;t;3;f;g;311.0;300;?;122,42843424302413;26,036456287419938;311000.0;f;good
1040;b;48,17;7.625;u;g;w;h;15.5;t;t;12;f;g;f;790;?;179,94609290637268;43,14893988605714;f;f;good
1041;b;44,33;0.5;u;g;i;h;5.0;t;f;f;t;g;320.0;f;?;166,95811631793185;3,4430109858464766;320000.0;f;good
1042;a;46,67;0.46;u;g;cc;h;0.415;t;t;11;t;g;440.0;6;?;174,3666722840977;2,677512450373975;440000.0;f;good
1043;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329273524;63,286150252172135;100000.0;?;good
1044;a;40,83;10.0;u;g;q;h;1.75;t;f;f;f;g;29.0;837;?;152,6405052457402;55,309304514869574;29000.0;f;good
1045;b;21,25;1.5;u;g;w;v;1.5;b;f;f;f;g;150.0;8;?;77,79184881430604;8,615701696161766;150000.0;f;good
1046;a;47,0;13.0;u;g;i;bb;5.165;t;t;9;t;g;f;f;?;181,37393560041806;73,9044773386615;f;f;good
1047;b;38,17;10.125;u;g;x;v;2.5;t;t;6;f;g;520.0;196;?;143,85573121073284;56,83316539117132;520000.0;?;good
1048;b;23,25;1.5;u;g;q;v;2.375;t;t;3;t;g;f;582;?;87,44878912903197;8,89019872794423;f;?;good
1049;a;18,92;9.25;y;p;c;v;t;t;t;4;t;g;80.0;500;?;76,6190510790842;51,156438893584124;80000.0;f;good
1050;b;23,17;11.125;u;g;x;h;0.46;t;t;t;f;g;100.0;f;?;87,33925329273524;63,286150252172135;100000.0;f;good
1051;b;22,75;11.0;u;g;q;v;2.5;t;t;7;t;g;100.0;809;?;86,89163230655194;62,03126885379006;100000.0;f;good
1052;b;23,25;4.0;u;g;c;bb;0.25;t;f;f;t;g;160.0;f;?;89,76743425687096;21,779188357438215;160000.0;f;good
1053;b;37,58;f;?;?;?;?;f;c;f;f;f;p;?;f;?;143,71984970629228;0,4530103319215338;?;f;good
1054;b;34,42;4.25;u;g;i;bb;3.25;t;t;2;f;g;274.0;610;?;130,2561296880488;21,711801951221513;274000.0;f;good
1055;a;28,42;3.5;u;g;w;v;0.835;t;f;f;f;s;280.0;f;?;107,28200725644886;19,49047935016233;280000.0;?;good
1056;a;57,08;19.5;u;g;c;v;5.5;t;t;7;f;g;f;3000;?;217,171880566652;108,59977680123815;f;?;good
1057;a;26,08;8.665;u;g;aa;v;1.415;t;f;f;f;g;160.0;150;?;97,36498224804417;47,08881791690664;160000.0;f;good
1058;b;21,83;0.25;u;g;d;h;0.665;t;f;f;t;g;f;f;?;81,5385810170045;2,979437875920871;f;f;good
1059;b;22,08;11.0;u;g;cc;v;0.665;t;f;f;f;g;100.0;f;?;81,86459836518816;64,00761208808537;100000.0;f;good
1060;a;40,33;7.54;y;p;q;h;8.0;t;t;14;f;g;f;2300;?;150,2122418033849;42,00525002304978;f;f;good
1061;b;47,67;2.5;u;g;m;bb;2.5;t;t;12;t;g;410.0;2510;?;179,4557426447716;12,718880714792292;410000.0;f;good
1062;a;49,83;13.585;u;g;k;h;8.5;t;f;f;t;g;f;f;?;187,89145552104085;77,05855369441598;f;f;good
1063;b;27,67;13.75;u;g;w;v;5.75;t;f;f;t;g;487.0;500;?;100,0053692985915;77,86047519958755;487000.0;f;good
1064;a;28,67;1.04;u;g;c;v;2.5;t;t;5;t;g;300.0;1430;?;108,1737863709579;7,4938678205796485;300000.0;f;good
1065;a;45,83;10.5;u;g;q;v;5.0;t;t;7;t;g;f;f;?;174,93305594333833;58,65171979917443;f;f;good
1066;a;25,75;0.5;u;g;c;h;0.875;t;f;f;t;g;491.0;f;?;95,94337526269624;3,4409965723577987;491000.0;f;good
1067;b;41,75;0.96;u;g;x;v;2.5;t;f;f;f;g;510.0;600;?;158,1571828869653;5,843791547408116;510000.0;f;good
1068;b;56,58;18.5;u;g;d;bb;15.0;t;t;17;t;g;f;f;?;210,264422192836;103,81331968963258;f;f;good
1069;a;33,08;4.625;u;g;q;h;1.625;t;t;2;f;g;f;f;?;126,53490782170728;24,220939206582276;f;f;good
1070;b;44,33;0.5;u;g;i;h;5.0;t;f;f;t;g;320.0;f;?;166,95811631793185;3,4430109858464766;320000.0;f;good
1071;b;42,83;4.625;u;g;q;v;4.58;t;f;f;f;s;f;f;?;163,52490482152027;26,20066382086824;f;f;good
1072;b;48,08;6.04;u;g;k;v;0.04;a;f;f;f;g;f;2690;?;183,772559767657;34,30025724626518;f;?;good
1073;b;49,5;7.585;u;g;i;bb;7.585;t;t;15;t;g;f;5000;?;188,390343909053;42,725213111712414;f;f;good
1074;b;26,67;4.25;u;g;cc;v;4.29;t;t;t;t;g;120.0;f;?;100,84201480139218;22,57894873992605;120000.0;?;good
1075;b;28,92;15.0;u;g;c;h;5.335;t;t;11;f;g;f;2283;?;111,13129798257751;83,4009201363878;f;f;good
1076;b;26,0;t;u;g;q;v;1.75;t;f;f;t;g;280.0;f;?;101,55964639635141;4,997697433413862;280000.0;?;good
1077;b;22,08;11.0;u;g;cc;v;0.665;t;f;f;f;g;100.0;f;?;81,86459836518816;64,00761208808537;100000.0;f;good
1078;b;25,67;12.5;u;g;cc;v;1.21;t;t;67;t;g;140.0;258;?;92,35535753572351;69,68027663211377;140000.0;f;good
